transaction_id,transaction_time,customer_id,region,amount,date,hour
287479,2025-12-23 01:06:24.598933,4763,East,281.86,2025-12-23,1
979983,2025-12-23 01:06:24.598933,1933,North,3927.09,2025-12-23,1
936815,2025-12-23 01:06:24.598933,667,West,3756.83,2025-12-23,1
848575,2025-12-23 01:06:24.598933,2537,South,4731.94,2025-12-23,1
955350,2025-12-23 01:06:24.598933,3090,South,3867.05,2025-12-23,1
839227,2025-12-23 01:06:24.598933,187,North,3300.98,2025-12-23,1
627248,2025-12-23 01:06:24.598933,4138,East,3472.39,2025-12-23,1
729504,2025-12-23 01:06:24.598933,4756,South,1434.97,2025-12-23,1
411478,2025-12-23 01:06:24.598933,2108,East,3043.85,2025-12-23,1
102665,2025-12-23 01:06:24.598933,769,West,4921.17,2025-12-23,1
332474,2025-12-23 01:06:24.598933,401,North,2932.16,2025-12-23,1
360597,2025-12-23 01:06:24.598933,4757,East,345.04,2025-12-23,1
205037,2025-12-23 01:06:24.598933,3503,West,4423.57,2025-12-23,1
162969,2025-12-23 01:06:24.598933,4575,North,3204.1,2025-12-23,1
428425,2025-12-23 01:06:24.598933,1942,North,202.52,2025-12-23,1
288847,2025-12-23 01:06:24.598933,1518,South,835.31,2025-12-23,1
445579,2025-12-23 01:06:24.598933,561,North,1091.6,2025-12-23,1
812941,2025-12-23 01:06:24.598933,1088,South,464.55,2025-12-23,1
737365,2025-12-23 01:06:24.598933,49,South,2829.57,2025-12-23,1
187659,2025-12-23 01:06:24.598933,4566,West,1930.58,2025-12-23,1
428087,2025-12-23 01:06:24.598933,1969,West,4812.87,2025-12-23,1
673515,2025-12-23 01:06:24.598933,4613,East,3695.13,2025-12-23,1
707976,2025-12-23 01:06:24.598933,1399,East,1965.94,2025-12-23,1
899699,2025-12-23 01:06:24.598933,4637,South,1891.77,2025-12-23,1
501979,2025-12-23 01:06:24.598933,1502,North,3927.25,2025-12-23,1
860684,2025-12-23 01:06:24.598933,257,North,2820.46,2025-12-23,1
135201,2025-12-23 01:06:24.598933,4972,West,3228.64,2025-12-23,1
108528,2025-12-23 01:06:24.598933,4644,East,3331.65,2025-12-23,1
117115,2025-12-23 01:06:24.598933,1104,West,565.08,2025-12-23,1
897064,2025-12-23 01:06:24.598933,1168,East,2254.09,2025-12-23,1
320031,2025-12-23 01:06:24.598933,651,South,3419.95,2025-12-23,1
644926,2025-12-23 01:06:24.598933,4083,West,4703.32,2025-12-23,1
657955,2025-12-23 01:06:24.598933,2195,North,2206.48,2025-12-23,1
148475,2025-12-23 01:06:24.598933,1038,West,2118.64,2025-12-23,1
925387,2025-12-23 01:06:24.598933,4425,East,3363.36,2025-12-23,1
748991,2025-12-23 01:06:24.598933,763,West,709.48,2025-12-23,1
720681,2025-12-23 01:06:24.598933,2146,North,1387.32,2025-12-23,1
545932,2025-12-23 01:06:24.598933,444,South,325.01,2025-12-23,1
609632,2025-12-23 01:06:24.598933,1543,West,2420.8,2025-12-23,1
157104,2025-12-23 01:06:24.598933,3711,South,422.97,2025-12-23,1
588817,2025-12-23 01:06:24.598933,4933,West,2286.25,2025-12-23,1
656817,2025-12-23 01:06:24.598933,2582,East,797.26,2025-12-23,1
290758,2025-12-23 01:06:24.598933,4105,North,3287.4,2025-12-23,1
272093,2025-12-23 01:06:24.598933,1342,North,3640.17,2025-12-23,1
740438,2025-12-23 01:06:24.598933,3686,West,427.49,2025-12-23,1
950730,2025-12-23 01:06:24.598933,1675,West,1888.7,2025-12-23,1
884456,2025-12-23 01:06:24.598933,2259,South,3514.74,2025-12-23,1
962347,2025-12-23 01:06:24.598933,3615,South,1465.49,2025-12-23,1
350538,2025-12-23 01:06:24.598933,2213,North,1985.48,2025-12-23,1
757097,2025-12-23 01:06:24.598933,4701,North,1694.12,2025-12-23,1
312775,2025-12-23 01:06:24.598933,2827,West,3094.88,2025-12-23,1
117805,2025-12-23 01:06:24.598933,3025,South,821.95,2025-12-23,1
756185,2025-12-23 01:06:24.598933,508,North,2406.19,2025-12-23,1
734261,2025-12-23 01:06:24.598933,227,North,2347.47,2025-12-23,1
764174,2025-12-23 01:06:24.598933,3786,North,1268.55,2025-12-23,1
779313,2025-12-23 01:06:24.598933,3170,East,2276.66,2025-12-23,1
892500,2025-12-23 01:06:24.598933,1156,South,3254.6,2025-12-23,1
841666,2025-12-23 01:06:24.598933,1965,North,2995.89,2025-12-23,1
911494,2025-12-23 01:06:24.598933,4417,South,3935.73,2025-12-23,1
205438,2025-12-23 01:06:24.598933,2171,North,741.16,2025-12-23,1
640563,2025-12-23 01:06:24.598933,3355,North,487.37,2025-12-23,1
619426,2025-12-23 01:06:24.598933,534,West,1720.07,2025-12-23,1
584694,2025-12-23 01:06:24.598933,3359,North,4699.75,2025-12-23,1
445713,2025-12-23 01:06:24.598933,2103,North,851.07,2025-12-23,1
972218,2025-12-23 01:06:24.598933,3220,East,1354.84,2025-12-23,1
378403,2025-12-23 01:06:24.599932,399,South,472.6,2025-12-23,1
452487,2025-12-23 01:06:24.599932,1757,South,3320.78,2025-12-23,1
658464,2025-12-23 01:06:24.599932,4491,East,837.61,2025-12-23,1
367222,2025-12-23 01:06:24.599932,3777,South,2044.32,2025-12-23,1
833727,2025-12-23 01:06:24.599932,4569,North,3182.38,2025-12-23,1
583678,2025-12-23 01:06:24.599932,2016,North,1826.29,2025-12-23,1
738965,2025-12-23 01:06:24.599932,2814,West,4690.58,2025-12-23,1
743467,2025-12-23 01:06:24.599932,3156,East,3267.93,2025-12-23,1
688766,2025-12-23 01:06:24.599932,4004,West,2347.95,2025-12-23,1
430595,2025-12-23 01:06:24.599932,4253,North,4330.12,2025-12-23,1
196166,2025-12-23 01:06:24.599932,2776,West,3314.74,2025-12-23,1
370776,2025-12-23 01:06:24.599932,4788,East,3769.47,2025-12-23,1
871047,2025-12-23 01:06:24.599932,1930,West,157.57,2025-12-23,1
416518,2025-12-23 01:06:24.599932,1451,East,2905.98,2025-12-23,1
469642,2025-12-23 01:06:24.599932,796,North,3404.27,2025-12-23,1
794418,2025-12-23 01:06:24.599932,3249,West,4914.29,2025-12-23,1
279705,2025-12-23 01:06:24.599932,548,East,2463.6,2025-12-23,1
681219,2025-12-23 01:06:24.599932,3712,North,3779.18,2025-12-23,1
980843,2025-12-23 01:06:24.599932,4810,North,450.72,2025-12-23,1
664077,2025-12-23 01:06:24.599932,1611,West,3597.8,2025-12-23,1
733173,2025-12-23 01:06:24.599932,3067,East,3107.6,2025-12-23,1
530901,2025-12-23 01:06:24.599932,3651,North,3103.72,2025-12-23,1
960603,2025-12-23 01:06:24.599932,2388,East,3493.58,2025-12-23,1
332505,2025-12-23 01:06:24.599932,3916,East,1029.33,2025-12-23,1
396820,2025-12-23 01:06:24.599932,1302,North,3880.7,2025-12-23,1
556378,2025-12-23 01:06:24.599932,4404,North,4626.12,2025-12-23,1
207972,2025-12-23 01:06:24.599932,4628,South,1777.39,2025-12-23,1
981860,2025-12-23 01:06:24.599932,3318,North,3493.97,2025-12-23,1
350954,2025-12-23 01:06:24.599932,2384,West,1208.27,2025-12-23,1
734122,2025-12-23 01:06:24.599932,269,South,3282.56,2025-12-23,1
598782,2025-12-23 01:06:24.599932,4834,East,1115.4,2025-12-23,1
491249,2025-12-23 01:06:24.599932,4682,East,2360.27,2025-12-23,1
942990,2025-12-23 01:06:24.599932,2972,West,3478.37,2025-12-23,1
819663,2025-12-23 01:06:24.599932,2194,West,4537.95,2025-12-23,1
664275,2025-12-23 01:06:24.599932,1654,East,4430.24,2025-12-23,1
481681,2025-12-23 01:06:24.599932,2809,South,778.64,2025-12-23,1
251706,2025-12-23 01:06:24.599932,360,West,1747.73,2025-12-23,1
942800,2025-12-23 01:06:24.599932,2639,East,4942.39,2025-12-23,1
567231,2025-12-23 01:06:24.599932,694,North,1204.61,2025-12-23,1
543669,2025-12-23 01:06:24.599932,4343,West,2832.53,2025-12-23,1
493489,2025-12-23 01:06:24.599932,130,West,4370.48,2025-12-23,1
244133,2025-12-23 01:06:24.599932,601,South,1052.71,2025-12-23,1
604038,2025-12-23 01:06:24.599932,1863,South,373.87,2025-12-23,1
202365,2025-12-23 01:06:24.599932,2580,North,3947.99,2025-12-23,1
875517,2025-12-23 01:06:24.599932,3918,West,1058.64,2025-12-23,1
125419,2025-12-23 01:06:24.599932,3136,East,4672.25,2025-12-23,1
950784,2025-12-23 01:06:24.599932,1115,South,4117.4,2025-12-23,1
279603,2025-12-23 01:06:24.599932,624,East,4892.43,2025-12-23,1
945980,2025-12-23 01:06:24.599932,3975,North,1265.13,2025-12-23,1
912651,2025-12-23 01:06:24.599932,3024,South,1914.88,2025-12-23,1
946192,2025-12-23 01:06:24.599932,1991,North,4069.58,2025-12-23,1
302400,2025-12-23 01:06:24.599932,1262,East,4335.69,2025-12-23,1
200492,2025-12-23 01:06:24.599932,3279,North,1246.16,2025-12-23,1
962693,2025-12-23 01:06:24.599932,3784,North,1262.37,2025-12-23,1
956015,2025-12-23 01:06:24.599932,27,West,4251.98,2025-12-23,1
195176,2025-12-23 01:06:24.599932,525,North,3070.16,2025-12-23,1
470521,2025-12-23 01:06:24.599932,4290,West,279.28,2025-12-23,1
589753,2025-12-23 01:06:24.599932,1469,East,800.85,2025-12-23,1
342225,2025-12-23 01:06:24.599932,1151,West,1271.51,2025-12-23,1
966995,2025-12-23 01:06:24.599932,2162,East,873.83,2025-12-23,1
901604,2025-12-23 01:06:24.599932,3893,West,3267.01,2025-12-23,1
535055,2025-12-23 01:06:24.599932,2244,South,485.41,2025-12-23,1
960034,2025-12-23 01:06:24.599932,388,East,3098.05,2025-12-23,1
526893,2025-12-23 01:06:24.599932,550,West,1297.86,2025-12-23,1
738815,2025-12-23 01:06:24.599932,2130,South,605.56,2025-12-23,1
649235,2025-12-23 01:06:24.599932,1832,West,4732.85,2025-12-23,1
956160,2025-12-23 01:06:24.599932,45,West,1789.89,2025-12-23,1
948476,2025-12-23 01:06:24.599932,3913,East,3636.93,2025-12-23,1
614439,2025-12-23 01:06:24.599932,402,West,4771.36,2025-12-23,1
894112,2025-12-23 01:06:24.599932,40,East,3497.88,2025-12-23,1
829483,2025-12-23 01:06:24.599932,1645,North,1312.86,2025-12-23,1
506585,2025-12-23 01:06:24.599932,3708,East,881.69,2025-12-23,1
560055,2025-12-23 01:06:24.599932,3672,South,718.58,2025-12-23,1
120041,2025-12-23 01:06:24.599932,171,South,1685.7,2025-12-23,1
160119,2025-12-23 01:06:24.599932,1365,South,4395.1,2025-12-23,1
369525,2025-12-23 01:06:24.599932,1483,East,1144.08,2025-12-23,1
737763,2025-12-23 01:06:24.599932,169,North,1095.38,2025-12-23,1
684439,2025-12-23 01:06:24.599932,2790,North,3234.27,2025-12-23,1
487312,2025-12-23 01:06:24.599932,95,West,347.75,2025-12-23,1
267225,2025-12-23 01:06:24.599932,3781,West,4953.37,2025-12-23,1
528572,2025-12-23 01:06:24.599932,2429,South,422.75,2025-12-23,1
166196,2025-12-23 01:06:24.599932,315,South,679.58,2025-12-23,1
702486,2025-12-23 01:06:24.599932,2711,East,4374.59,2025-12-23,1
515720,2025-12-23 01:06:24.599932,3449,South,1857.67,2025-12-23,1
678898,2025-12-23 01:06:24.599932,1991,South,1990.44,2025-12-23,1
350616,2025-12-23 01:06:24.599932,533,East,2075.29,2025-12-23,1
847446,2025-12-23 01:06:24.599932,764,East,4175.92,2025-12-23,1
408585,2025-12-23 01:06:24.599932,38,East,3129.77,2025-12-23,1
443296,2025-12-23 01:06:24.599932,665,East,1034.68,2025-12-23,1
261526,2025-12-23 01:06:24.599932,3391,South,2976.84,2025-12-23,1
821495,2025-12-23 01:06:24.599932,607,South,3383.25,2025-12-23,1
163921,2025-12-23 01:06:24.599932,621,West,3024.79,2025-12-23,1
835739,2025-12-23 01:06:24.599932,383,West,1108.55,2025-12-23,1
847773,2025-12-23 01:06:24.599932,2727,South,4906.47,2025-12-23,1
167722,2025-12-23 01:06:24.599932,3625,West,4094.11,2025-12-23,1
804064,2025-12-23 01:06:24.599932,713,South,3816.23,2025-12-23,1
131727,2025-12-23 01:06:24.599932,4401,East,2752.67,2025-12-23,1
226589,2025-12-23 01:06:24.599932,4048,North,4603.16,2025-12-23,1
521437,2025-12-23 01:06:24.599932,2484,West,1592.02,2025-12-23,1
639551,2025-12-23 01:06:24.599932,4487,South,4546.15,2025-12-23,1
870050,2025-12-23 01:06:24.599932,4691,North,1563.36,2025-12-23,1
441263,2025-12-23 01:06:24.599932,2987,West,728.31,2025-12-23,1
729300,2025-12-23 01:06:24.599932,440,North,2342.81,2025-12-23,1
138575,2025-12-23 01:06:24.599932,4044,South,4099.94,2025-12-23,1
970558,2025-12-23 01:06:24.599932,4734,West,2988.15,2025-12-23,1
548409,2025-12-23 01:06:24.599932,1798,North,2282.69,2025-12-23,1
804753,2025-12-23 01:06:24.599932,1793,West,2964.2,2025-12-23,1
585313,2025-12-23 01:06:24.599932,1475,North,3260.64,2025-12-23,1
720516,2025-12-23 01:06:24.599932,3053,East,1254.55,2025-12-23,1
585727,2025-12-23 01:06:24.599932,1502,West,922.07,2025-12-23,1
831379,2025-12-23 01:06:24.599932,3492,South,4674.21,2025-12-23,1
476121,2025-12-23 01:06:24.599932,3156,North,1759.54,2025-12-23,1
556511,2025-12-23 01:06:24.599932,4385,West,4162.21,2025-12-23,1
508131,2025-12-23 01:06:24.599932,274,East,1140.7,2025-12-23,1
265438,2025-12-23 01:06:24.599932,4769,East,808.75,2025-12-23,1
725232,2025-12-23 01:06:24.599932,3656,North,1877.76,2025-12-23,1
709632,2025-12-23 01:06:24.599932,459,North,2145.35,2025-12-23,1
155970,2025-12-23 01:06:24.599932,581,South,3434.87,2025-12-23,1
851367,2025-12-23 01:06:24.599932,2378,West,4006.87,2025-12-23,1
374468,2025-12-23 01:06:24.599932,4253,East,378.0,2025-12-23,1
246738,2025-12-23 01:06:24.599932,4395,North,4336.75,2025-12-23,1
386414,2025-12-23 01:06:24.599932,3631,North,269.74,2025-12-23,1
951726,2025-12-23 01:06:24.599932,2308,South,4228.64,2025-12-23,1
653404,2025-12-23 01:06:24.599932,3374,East,936.48,2025-12-23,1
796029,2025-12-23 01:06:24.599932,170,East,1826.39,2025-12-23,1
986749,2025-12-23 01:06:24.599932,500,North,103.38,2025-12-23,1
401115,2025-12-23 01:06:24.599932,335,West,1825.36,2025-12-23,1
247572,2025-12-23 01:06:24.599932,665,South,2257.49,2025-12-23,1
482802,2025-12-23 01:06:24.599932,2957,North,2570.77,2025-12-23,1
241536,2025-12-23 01:06:24.599932,3140,North,1577.9,2025-12-23,1
461769,2025-12-23 01:06:24.599932,2854,South,787.73,2025-12-23,1
355601,2025-12-23 01:06:24.599932,3666,North,4566.78,2025-12-23,1
307922,2025-12-23 01:06:24.599932,392,North,3220.48,2025-12-23,1
587778,2025-12-23 01:06:24.599932,3511,East,3898.45,2025-12-23,1
967161,2025-12-23 01:06:24.599932,41,North,327.23,2025-12-23,1
138059,2025-12-23 01:06:24.599932,2020,West,608.92,2025-12-23,1
637038,2025-12-23 01:06:24.599932,2495,North,1805.32,2025-12-23,1
352706,2025-12-23 01:06:24.599932,3632,East,3823.98,2025-12-23,1
983959,2025-12-23 01:06:24.599932,4409,South,3720.11,2025-12-23,1
353217,2025-12-23 01:06:24.599932,3525,West,2651.09,2025-12-23,1
720973,2025-12-23 01:06:24.599932,4248,East,159.36,2025-12-23,1
648705,2025-12-23 01:06:24.599932,242,South,673.95,2025-12-23,1
846869,2025-12-23 01:06:24.599932,4379,East,2760.42,2025-12-23,1
716191,2025-12-23 01:06:24.599932,4242,South,1498.59,2025-12-23,1
120529,2025-12-23 01:06:24.599932,165,North,4671.58,2025-12-23,1
120033,2025-12-23 01:06:24.599932,3400,East,1663.66,2025-12-23,1
258445,2025-12-23 01:06:24.599932,4633,North,3165.95,2025-12-23,1
749430,2025-12-23 01:06:24.599932,4161,North,3154.65,2025-12-23,1
245848,2025-12-23 01:06:24.599932,3513,East,4219.94,2025-12-23,1
429619,2025-12-23 01:06:24.599932,4627,South,4610.41,2025-12-23,1
722853,2025-12-23 01:06:24.599932,2785,West,1871.41,2025-12-23,1
239373,2025-12-23 01:06:24.599932,4087,South,2062.91,2025-12-23,1
957740,2025-12-23 01:06:24.599932,4247,East,2603.69,2025-12-23,1
790503,2025-12-23 01:06:24.599932,1115,North,4130.37,2025-12-23,1
374987,2025-12-23 01:06:24.599932,4215,East,611.49,2025-12-23,1
186640,2025-12-23 01:06:24.599932,4932,North,2012.68,2025-12-23,1
929737,2025-12-23 01:06:24.599932,3953,South,4358.09,2025-12-23,1
490354,2025-12-23 01:06:24.599932,24,West,935.72,2025-12-23,1
204878,2025-12-23 01:06:24.599932,2724,South,3980.96,2025-12-23,1
193690,2025-12-23 01:06:24.599932,218,West,4201.71,2025-12-23,1
865324,2025-12-23 01:06:24.599932,4700,North,4364.25,2025-12-23,1
244874,2025-12-23 01:06:24.599932,70,South,4042.88,2025-12-23,1
161203,2025-12-23 01:06:24.599932,1165,North,189.59,2025-12-23,1
320656,2025-12-23 01:06:24.599932,3147,West,1838.29,2025-12-23,1
910324,2025-12-23 01:06:24.599932,165,East,2547.38,2025-12-23,1
858758,2025-12-23 01:06:24.599932,1007,South,3031.01,2025-12-23,1
409632,2025-12-23 01:06:24.599932,1424,North,3674.76,2025-12-23,1
497620,2025-12-23 01:06:24.599932,689,West,1323.57,2025-12-23,1
800043,2025-12-23 01:06:24.599932,3378,North,1263.14,2025-12-23,1
811748,2025-12-23 01:06:24.599932,1136,North,3035.58,2025-12-23,1
418142,2025-12-23 01:06:24.599932,2365,North,4532.53,2025-12-23,1
974253,2025-12-23 01:06:24.599932,4428,West,3433.41,2025-12-23,1
624416,2025-12-23 01:06:24.599932,1090,East,4679.24,2025-12-23,1
376715,2025-12-23 01:06:24.599932,2834,South,1738.92,2025-12-23,1
675277,2025-12-23 01:06:24.599932,4291,West,2152.74,2025-12-23,1
449691,2025-12-23 01:06:24.599932,2177,East,1469.28,2025-12-23,1
654441,2025-12-23 01:06:24.599932,944,North,526.47,2025-12-23,1
613502,2025-12-23 01:06:24.599932,1974,West,2652.68,2025-12-23,1
149185,2025-12-23 01:06:24.599932,1237,South,4252.62,2025-12-23,1
616284,2025-12-23 01:06:24.599932,4408,West,2264.84,2025-12-23,1
525594,2025-12-23 01:06:24.599932,3635,South,960.84,2025-12-23,1
411134,2025-12-23 01:06:24.599932,4747,East,161.26,2025-12-23,1
549815,2025-12-23 01:06:24.599932,2521,North,117.45,2025-12-23,1
610143,2025-12-23 01:06:24.599932,1680,West,1620.18,2025-12-23,1
178653,2025-12-23 01:06:24.599932,1967,South,4609.86,2025-12-23,1
469197,2025-12-23 01:06:24.599932,4290,East,2606.89,2025-12-23,1
829910,2025-12-23 01:06:24.599932,2981,North,1450.21,2025-12-23,1
911810,2025-12-23 01:06:24.599932,296,North,289.2,2025-12-23,1
864543,2025-12-23 01:06:24.599932,3077,South,3559.45,2025-12-23,1
900628,2025-12-23 01:06:24.599932,971,West,2816.28,2025-12-23,1
230817,2025-12-23 01:06:24.599932,1604,West,4240.67,2025-12-23,1
630623,2025-12-23 01:06:24.599932,3202,South,979.71,2025-12-23,1
485630,2025-12-23 01:06:24.599932,4039,North,1904.56,2025-12-23,1
103024,2025-12-23 01:06:24.599932,3792,East,3596.05,2025-12-23,1
966568,2025-12-23 01:06:24.599932,3701,West,861.71,2025-12-23,1
940878,2025-12-23 01:06:24.599932,2162,West,2731.41,2025-12-23,1
334075,2025-12-23 01:06:24.599932,4049,East,1247.24,2025-12-23,1
809750,2025-12-23 01:06:24.599932,2208,East,1284.13,2025-12-23,1
480513,2025-12-23 01:06:24.599932,1571,South,1340.76,2025-12-23,1
814135,2025-12-23 01:06:24.599932,4389,North,521.79,2025-12-23,1
204849,2025-12-23 01:06:24.599932,3478,West,1337.26,2025-12-23,1
943384,2025-12-23 01:06:24.599932,3451,South,4653.18,2025-12-23,1
722589,2025-12-23 01:06:24.599932,1233,West,343.47,2025-12-23,1
350618,2025-12-23 01:06:24.599932,2838,North,2876.25,2025-12-23,1
323746,2025-12-23 01:06:24.599932,2636,East,684.49,2025-12-23,1
153745,2025-12-23 01:06:24.599932,3570,North,1027.04,2025-12-23,1
793048,2025-12-23 01:06:24.599932,4002,West,3269.13,2025-12-23,1
920180,2025-12-23 01:06:24.599932,3326,East,2532.84,2025-12-23,1
922249,2025-12-23 01:06:24.599932,1992,East,2682.24,2025-12-23,1
201459,2025-12-23 01:06:24.599932,1635,East,1600.33,2025-12-23,1
657752,2025-12-23 01:06:24.599932,2617,West,1670.28,2025-12-23,1
411957,2025-12-23 01:06:24.599932,3983,West,2121.2,2025-12-23,1
365910,2025-12-23 01:06:24.599932,4643,East,2780.13,2025-12-23,1
626098,2025-12-23 01:06:24.599932,4212,West,1735.02,2025-12-23,1
724046,2025-12-23 01:06:24.599932,2715,South,390.02,2025-12-23,1
318820,2025-12-23 01:06:24.599932,732,North,3441.65,2025-12-23,1
323751,2025-12-23 01:06:24.599932,969,East,4136.87,2025-12-23,1
702149,2025-12-23 01:06:24.599932,4747,West,3375.26,2025-12-23,1
105356,2025-12-23 01:06:24.599932,826,North,485.71,2025-12-23,1
970674,2025-12-23 01:06:24.599932,1445,South,2002.77,2025-12-23,1
358351,2025-12-23 01:06:24.599932,615,North,2219.79,2025-12-23,1
302869,2025-12-23 01:06:24.599932,786,South,1869.16,2025-12-23,1
781218,2025-12-23 01:06:24.599932,328,West,2723.08,2025-12-23,1
677947,2025-12-23 01:06:24.599932,3149,South,587.46,2025-12-23,1
410831,2025-12-23 01:06:24.599932,4140,West,3134.97,2025-12-23,1
418630,2025-12-23 01:06:24.599932,2277,West,564.27,2025-12-23,1
874841,2025-12-23 01:06:24.599932,1835,East,4341.96,2025-12-23,1
991261,2025-12-23 01:06:24.599932,2011,East,3506.99,2025-12-23,1
912069,2025-12-23 01:06:24.599932,2779,East,3162.48,2025-12-23,1
550358,2025-12-23 01:06:24.599932,3511,West,137.6,2025-12-23,1
729232,2025-12-23 01:06:24.599932,4328,West,2564.35,2025-12-23,1
727952,2025-12-23 01:06:24.599932,1899,South,4007.42,2025-12-23,1
955356,2025-12-23 01:06:24.599932,548,West,790.52,2025-12-23,1
985060,2025-12-23 01:06:24.599932,1206,North,1177.94,2025-12-23,1
594377,2025-12-23 01:06:24.599932,1685,North,4495.9,2025-12-23,1
181707,2025-12-23 01:06:24.599932,3824,West,3893.38,2025-12-23,1
528518,2025-12-23 01:06:24.599932,2312,South,1632.44,2025-12-23,1
610851,2025-12-23 01:06:24.599932,1788,West,4183.76,2025-12-23,1
252266,2025-12-23 01:06:24.599932,2246,South,4437.66,2025-12-23,1
520818,2025-12-23 01:06:24.599932,2933,East,564.83,2025-12-23,1
415021,2025-12-23 01:06:24.599932,4022,South,3712.8,2025-12-23,1
605491,2025-12-23 01:06:24.599932,4070,West,3683.67,2025-12-23,1
151370,2025-12-23 01:06:24.599932,4164,East,1279.84,2025-12-23,1
480027,2025-12-23 01:06:24.599932,2124,North,136.18,2025-12-23,1
569345,2025-12-23 01:06:24.599932,2552,South,3672.17,2025-12-23,1
144632,2025-12-23 01:06:24.599932,2076,North,2835.17,2025-12-23,1
844006,2025-12-23 01:06:24.599932,3748,East,3154.31,2025-12-23,1
493743,2025-12-23 01:06:24.599932,3787,East,3718.94,2025-12-23,1
198642,2025-12-23 01:06:24.599932,2877,North,2791.37,2025-12-23,1
408145,2025-12-23 01:06:24.599932,1664,North,2393.24,2025-12-23,1
645409,2025-12-23 01:06:24.599932,1915,East,3660.29,2025-12-23,1
650790,2025-12-23 01:06:24.599932,4672,East,1749.41,2025-12-23,1
295724,2025-12-23 01:06:24.599932,2355,East,1528.92,2025-12-23,1
810595,2025-12-23 01:06:24.599932,913,West,3352.0,2025-12-23,1
651615,2025-12-23 01:06:24.599932,4372,East,3106.3,2025-12-23,1
852304,2025-12-23 01:06:24.599932,4221,West,2922.93,2025-12-23,1
691295,2025-12-23 01:06:24.599932,3235,East,3020.52,2025-12-23,1
854818,2025-12-23 01:06:24.599932,2097,West,356.45,2025-12-23,1
568453,2025-12-23 01:06:24.599932,4422,North,239.77,2025-12-23,1
447014,2025-12-23 01:06:24.599932,2043,West,1069.31,2025-12-23,1
490597,2025-12-23 01:06:24.599932,4096,East,370.26,2025-12-23,1
904558,2025-12-23 01:06:24.599932,3776,East,4291.38,2025-12-23,1
540495,2025-12-23 01:06:24.599932,3454,South,363.18,2025-12-23,1
343856,2025-12-23 01:06:24.599932,2054,East,1972.51,2025-12-23,1
