order_id,order_date,customer_id,product,quantity,price,year,month
108,2024-01-03,C001,Monitor,1,12000,2024,1
109,2024-01-03,C003,Keyboard,1,1500,2024,1
110,2024-01-03,C003,Keyboard,1,1500,2024,1
111,2024-01-01,C001,Laptop,1,55000,2024,1
112,2024-01-03,C003,Keyboard,1,1500,2024,1
113,2024-01-04,C004,Headphones,1,2500,2024,1
114,2024-01-03,C003,Keyboard,1,1500,2024,1
115,2024-01-01,C001,Laptop,1,55000,2024,1
116,2024-01-04,C004,Headphones,1,2500,2024,1
117,2024-01-02,C002,Mouse,2,800,2024,1
118,2024-01-03,C003,Keyboard,1,1500,2024,1
119,2024-01-01,C001,Laptop,1,55000,2024,1
120,2024-01-02,C002,Mouse,2,800,2024,1
121,2024-01-02,C002,Mouse,2,800,2024,1
122,2024-01-03,C001,Monitor,1,12000,2024,1
123,2024-01-04,C004,Headphones,1,2500,2024,1
124,2024-01-03,C003,Keyboard,1,1500,2024,1
125,2024-01-01,C001,Laptop,1,55000,2024,1
126,2024-01-03,C001,Monitor,1,12000,2024,1
127,2024-01-04,C004,Headphones,1,2500,2024,1
128,2024-01-03,C001,Monitor,1,12000,2024,1
129,2024-01-04,C004,Headphones,1,2500,2024,1
130,2024-01-04,C004,Headphones,1,2500,2024,1
131,2024-01-03,C003,Keyboard,1,1500,2024,1
132,2024-01-04,C004,Headphones,1,2500,2024,1
133,2024-01-03,C001,Monitor,1,12000,2024,1
134,2024-01-04,C004,Headphones,1,2500,2024,1
135,2024-01-03,C003,Keyboard,1,1500,2024,1
136,2024-01-03,C003,Keyboard,1,1500,2024,1
137,2024-01-03,C001,Monitor,1,12000,2024,1
138,2024-01-02,C002,Mouse,2,800,2024,1
139,2024-01-02,C002,Mouse,2,800,2024,1
140,2024-01-04,C004,Headphones,1,2500,2024,1
141,2024-01-01,C001,Laptop,1,55000,2024,1
142,2024-01-04,C004,Headphones,1,2500,2024,1
143,2024-01-03,C001,Monitor,1,12000,2024,1
144,2024-01-03,C001,Monitor,1,12000,2024,1
145,2024-01-03,C001,Monitor,1,12000,2024,1
146,2024-01-03,C001,Monitor,1,12000,2024,1
147,2024-01-03,C001,Monitor,1,12000,2024,1
148,2024-01-03,C003,Keyboard,1,1500,2024,1
149,2024-01-02,C002,Mouse,2,800,2024,1
150,2024-01-03,C001,Monitor,1,12000,2024,1
151,2024-01-01,C001,Laptop,1,55000,2024,1
152,2024-01-01,C001,Laptop,1,55000,2024,1
153,2024-01-01,C001,Laptop,1,55000,2024,1
154,2024-01-01,C001,Laptop,1,55000,2024,1
155,2024-01-03,C003,Keyboard,1,1500,2024,1
156,2024-01-01,C001,Laptop,1,55000,2024,1
157,2024-01-03,C001,Monitor,1,12000,2024,1
158,2024-01-04,C004,Headphones,1,2500,2024,1
159,2024-01-01,C001,Laptop,1,55000,2024,1
160,2024-01-03,C003,Keyboard,1,1500,2024,1
161,2024-01-03,C003,Keyboard,1,1500,2024,1
162,2024-01-01,C001,Laptop,1,55000,2024,1
163,2024-01-04,C004,Headphones,1,2500,2024,1
164,2024-01-01,C001,Laptop,1,55000,2024,1
165,2024-01-03,C003,Keyboard,1,1500,2024,1
166,2024-01-02,C002,Mouse,2,800,2024,1
167,2024-01-03,C001,Monitor,1,12000,2024,1
168,2024-01-03,C003,Keyboard,1,1500,2024,1
169,2024-01-01,C001,Laptop,1,55000,2024,1
170,2024-01-03,C001,Monitor,1,12000,2024,1
171,2024-01-01,C001,Laptop,1,55000,2024,1
172,2024-01-01,C001,Laptop,1,55000,2024,1
173,2024-01-02,C002,Mouse,2,800,2024,1
174,2024-01-03,C001,Monitor,1,12000,2024,1
175,2024-01-03,C001,Monitor,1,12000,2024,1
176,2024-01-02,C002,Mouse,2,800,2024,1
177,2024-01-03,C003,Keyboard,1,1500,2024,1
178,2024-01-01,C001,Laptop,1,55000,2024,1
179,2024-01-04,C004,Headphones,1,2500,2024,1
180,2024-01-01,C001,Laptop,1,55000,2024,1
181,2024-01-01,C001,Laptop,1,55000,2024,1
182,2024-01-03,C003,Keyboard,1,1500,2024,1
183,2024-01-01,C001,Laptop,1,55000,2024,1
184,2024-01-02,C002,Mouse,2,800,2024,1
185,2024-01-02,C002,Mouse,2,800,2024,1
186,2024-01-03,C001,Monitor,1,12000,2024,1
187,2024-01-04,C004,Headphones,1,2500,2024,1
188,2024-01-01,C001,Laptop,1,55000,2024,1
189,2024-01-01,C001,Laptop,1,55000,2024,1
190,2024-01-03,C003,Keyboard,1,1500,2024,1
191,2024-01-02,C002,Mouse,2,800,2024,1
192,2024-01-04,C004,Headphones,1,2500,2024,1
193,2024-01-03,C001,Monitor,1,12000,2024,1
194,2024-01-02,C002,Mouse,2,800,2024,1
195,2024-01-03,C001,Monitor,1,12000,2024,1
196,2024-01-03,C003,Keyboard,1,1500,2024,1
197,2024-01-03,C003,Keyboard,1,1500,2024,1
198,2024-01-01,C001,Laptop,1,55000,2024,1
199,2024-01-04,C004,Headphones,1,2500,2024,1
200,2024-01-03,C001,Monitor,1,12000,2024,1
201,2024-01-02,C002,Mouse,2,800,2024,1
202,2024-01-03,C003,Keyboard,1,1500,2024,1
203,2024-01-01,C001,Laptop,1,55000,2024,1
204,2024-01-01,C001,Laptop,1,55000,2024,1
205,2024-01-03,C001,Monitor,1,12000,2024,1
206,2024-01-03,C003,Keyboard,1,1500,2024,1
207,2024-01-04,C004,Headphones,1,2500,2024,1
208,2024-01-03,C003,Keyboard,1,1500,2024,1
209,2024-01-03,C001,Monitor,1,12000,2024,1
210,2024-01-03,C001,Monitor,1,12000,2024,1
211,2024-01-03,C003,Keyboard,1,1500,2024,1
212,2024-01-03,C001,Monitor,1,12000,2024,1
213,2024-01-03,C003,Keyboard,1,1500,2024,1
214,2024-01-02,C002,Mouse,2,800,2024,1
215,2024-01-03,C003,Keyboard,1,1500,2024,1
216,2024-01-03,C003,Keyboard,1,1500,2024,1
217,2024-01-03,C001,Monitor,1,12000,2024,1
218,2024-01-03,C001,Monitor,1,12000,2024,1
219,2024-01-01,C001,Laptop,1,55000,2024,1
220,2024-01-01,C001,Laptop,1,55000,2024,1
221,2024-01-02,C002,Mouse,2,800,2024,1
222,2024-01-01,C001,Laptop,1,55000,2024,1
223,2024-01-03,C003,Keyboard,1,1500,2024,1
224,2024-01-03,C001,Monitor,1,12000,2024,1
225,2024-01-01,C001,Laptop,1,55000,2024,1
226,2024-01-01,C001,Laptop,1,55000,2024,1
227,2024-01-02,C002,Mouse,2,800,2024,1
228,2024-01-02,C002,Mouse,2,800,2024,1
229,2024-01-03,C003,Keyboard,1,1500,2024,1
230,2024-01-03,C001,Monitor,1,12000,2024,1
231,2024-01-02,C002,Mouse,2,800,2024,1
232,2024-01-01,C001,Laptop,1,55000,2024,1
233,2024-01-03,C001,Monitor,1,12000,2024,1
234,2024-01-03,C001,Monitor,1,12000,2024,1
235,2024-01-01,C001,Laptop,1,55000,2024,1
236,2024-01-02,C002,Mouse,2,800,2024,1
237,2024-01-01,C001,Laptop,1,55000,2024,1
238,2024-01-03,C001,Monitor,1,12000,2024,1
239,2024-01-04,C004,Headphones,1,2500,2024,1
240,2024-01-04,C004,Headphones,1,2500,2024,1
241,2024-01-03,C003,Keyboard,1,1500,2024,1
242,2024-01-01,C001,Laptop,1,55000,2024,1
243,2024-01-01,C001,Laptop,1,55000,2024,1
244,2024-01-03,C003,Keyboard,1,1500,2024,1
245,2024-01-03,C003,Keyboard,1,1500,2024,1
246,2024-01-03,C003,Keyboard,1,1500,2024,1
247,2024-01-03,C001,Monitor,1,12000,2024,1
248,2024-01-01,C001,Laptop,1,55000,2024,1
249,2024-01-03,C001,Monitor,1,12000,2024,1
250,2024-01-03,C003,Keyboard,1,1500,2024,1
251,2024-01-01,C001,Laptop,1,55000,2024,1
252,2024-01-03,C001,Monitor,1,12000,2024,1
253,2024-01-03,C001,Monitor,1,12000,2024,1
254,2024-01-03,C003,Keyboard,1,1500,2024,1
255,2024-01-01,C001,Laptop,1,55000,2024,1
256,2024-01-03,C003,Keyboard,1,1500,2024,1
257,2024-01-01,C001,Laptop,1,55000,2024,1
258,2024-01-04,C004,Headphones,1,2500,2024,1
259,2024-01-02,C002,Mouse,2,800,2024,1
260,2024-01-02,C002,Mouse,2,800,2024,1
261,2024-01-02,C002,Mouse,2,800,2024,1
262,2024-01-03,C003,Keyboard,1,1500,2024,1
263,2024-01-04,C004,Headphones,1,2500,2024,1
264,2024-01-01,C001,Laptop,1,55000,2024,1
265,2024-01-03,C001,Monitor,1,12000,2024,1
266,2024-01-01,C001,Laptop,1,55000,2024,1
267,2024-01-03,C001,Monitor,1,12000,2024,1
268,2024-01-01,C001,Laptop,1,55000,2024,1
269,2024-01-04,C004,Headphones,1,2500,2024,1
270,2024-01-03,C001,Monitor,1,12000,2024,1
271,2024-01-03,C003,Keyboard,1,1500,2024,1
272,2024-01-01,C001,Laptop,1,55000,2024,1
273,2024-01-01,C001,Laptop,1,55000,2024,1
274,2024-01-03,C001,Monitor,1,12000,2024,1
275,2024-01-03,C003,Keyboard,1,1500,2024,1
276,2024-01-03,C003,Keyboard,1,1500,2024,1
277,2024-01-04,C004,Headphones,1,2500,2024,1
278,2024-01-03,C003,Keyboard,1,1500,2024,1
279,2024-01-03,C003,Keyboard,1,1500,2024,1
280,2024-01-03,C003,Keyboard,1,1500,2024,1
281,2024-01-02,C002,Mouse,2,800,2024,1
282,2024-01-04,C004,Headphones,1,2500,2024,1
283,2024-01-01,C001,Laptop,1,55000,2024,1
284,2024-01-03,C001,Monitor,1,12000,2024,1
285,2024-01-01,C001,Laptop,1,55000,2024,1
286,2024-01-04,C004,Headphones,1,2500,2024,1
287,2024-01-03,C001,Monitor,1,12000,2024,1
288,2024-01-04,C004,Headphones,1,2500,2024,1
289,2024-01-03,C003,Keyboard,1,1500,2024,1
290,2024-01-03,C001,Monitor,1,12000,2024,1
291,2024-01-03,C003,Keyboard,1,1500,2024,1
292,2024-01-01,C001,Laptop,1,55000,2024,1
293,2024-01-01,C001,Laptop,1,55000,2024,1
294,2024-01-03,C001,Monitor,1,12000,2024,1
295,2024-01-03,C001,Monitor,1,12000,2024,1
296,2024-01-04,C004,Headphones,1,2500,2024,1
297,2024-01-04,C004,Headphones,1,2500,2024,1
298,2024-01-03,C003,Keyboard,1,1500,2024,1
299,2024-01-03,C001,Monitor,1,12000,2024,1
300,2024-01-01,C001,Laptop,1,55000,2024,1
301,2024-01-04,C004,Headphones,1,2500,2024,1
302,2024-01-04,C004,Headphones,1,2500,2024,1
303,2024-01-01,C001,Laptop,1,55000,2024,1
304,2024-01-04,C004,Headphones,1,2500,2024,1
305,2024-01-03,C003,Keyboard,1,1500,2024,1
306,2024-01-03,C001,Monitor,1,12000,2024,1
307,2024-01-01,C001,Laptop,1,55000,2024,1
308,2024-01-03,C001,Monitor,1,12000,2024,1
309,2024-01-04,C004,Headphones,1,2500,2024,1
310,2024-01-04,C004,Headphones,1,2500,2024,1
311,2024-01-01,C001,Laptop,1,55000,2024,1
312,2024-01-03,C003,Keyboard,1,1500,2024,1
313,2024-01-02,C002,Mouse,2,800,2024,1
314,2024-01-01,C001,Laptop,1,55000,2024,1
315,2024-01-02,C002,Mouse,2,800,2024,1
316,2024-01-02,C002,Mouse,2,800,2024,1
317,2024-01-03,C003,Keyboard,1,1500,2024,1
318,2024-01-02,C002,Mouse,2,800,2024,1
319,2024-01-02,C002,Mouse,2,800,2024,1
320,2024-01-03,C003,Keyboard,1,1500,2024,1
321,2024-01-02,C002,Mouse,2,800,2024,1
322,2024-01-02,C002,Mouse,2,800,2024,1
323,2024-01-02,C002,Mouse,2,800,2024,1
324,2024-01-01,C001,Laptop,1,55000,2024,1
325,2024-01-01,C001,Laptop,1,55000,2024,1
326,2024-01-01,C001,Laptop,1,55000,2024,1
327,2024-01-03,C003,Keyboard,1,1500,2024,1
328,2024-01-04,C004,Headphones,1,2500,2024,1
329,2024-01-02,C002,Mouse,2,800,2024,1
330,2024-01-02,C002,Mouse,2,800,2024,1
331,2024-01-03,C003,Keyboard,1,1500,2024,1
332,2024-01-02,C002,Mouse,2,800,2024,1
333,2024-01-01,C001,Laptop,1,55000,2024,1
334,2024-01-04,C004,Headphones,1,2500,2024,1
335,2024-01-03,C001,Monitor,1,12000,2024,1
336,2024-01-02,C002,Mouse,2,800,2024,1
337,2024-01-01,C001,Laptop,1,55000,2024,1
338,2024-01-03,C001,Monitor,1,12000,2024,1
339,2024-01-04,C004,Headphones,1,2500,2024,1
340,2024-01-03,C001,Monitor,1,12000,2024,1
341,2024-01-01,C001,Laptop,1,55000,2024,1
342,2024-01-03,C001,Monitor,1,12000,2024,1
343,2024-01-03,C003,Keyboard,1,1500,2024,1
344,2024-01-03,C001,Monitor,1,12000,2024,1
345,2024-01-02,C002,Mouse,2,800,2024,1
346,2024-01-02,C002,Mouse,2,800,2024,1
347,2024-01-03,C003,Keyboard,1,1500,2024,1
348,2024-01-01,C001,Laptop,1,55000,2024,1
349,2024-01-02,C002,Mouse,2,800,2024,1
350,2024-01-04,C004,Headphones,1,2500,2024,1
351,2024-01-02,C002,Mouse,2,800,2024,1
352,2024-01-02,C002,Mouse,2,800,2024,1
353,2024-01-01,C001,Laptop,1,55000,2024,1
354,2024-01-03,C001,Monitor,1,12000,2024,1
355,2024-01-02,C002,Mouse,2,800,2024,1
356,2024-01-03,C003,Keyboard,1,1500,2024,1
357,2024-01-03,C001,Monitor,1,12000,2024,1
358,2024-01-04,C004,Headphones,1,2500,2024,1
359,2024-01-01,C001,Laptop,1,55000,2024,1
360,2024-01-04,C004,Headphones,1,2500,2024,1
361,2024-01-03,C001,Monitor,1,12000,2024,1
362,2024-01-03,C001,Monitor,1,12000,2024,1
363,2024-01-03,C001,Monitor,1,12000,2024,1
364,2024-01-04,C004,Headphones,1,2500,2024,1
365,2024-01-03,C001,Monitor,1,12000,2024,1
366,2024-01-04,C004,Headphones,1,2500,2024,1
367,2024-01-03,C001,Monitor,1,12000,2024,1
368,2024-01-03,C003,Keyboard,1,1500,2024,1
369,2024-01-03,C001,Monitor,1,12000,2024,1
370,2024-01-04,C004,Headphones,1,2500,2024,1
371,2024-01-02,C002,Mouse,2,800,2024,1
372,2024-01-03,C001,Monitor,1,12000,2024,1
373,2024-01-02,C002,Mouse,2,800,2024,1
374,2024-01-03,C003,Keyboard,1,1500,2024,1
375,2024-01-01,C001,Laptop,1,55000,2024,1
376,2024-01-03,C003,Keyboard,1,1500,2024,1
377,2024-01-03,C001,Monitor,1,12000,2024,1
378,2024-01-02,C002,Mouse,2,800,2024,1
379,2024-01-02,C002,Mouse,2,800,2024,1
380,2024-01-04,C004,Headphones,1,2500,2024,1
381,2024-01-02,C002,Mouse,2,800,2024,1
382,2024-01-04,C004,Headphones,1,2500,2024,1
383,2024-01-01,C001,Laptop,1,55000,2024,1
384,2024-01-03,C001,Monitor,1,12000,2024,1
385,2024-01-04,C004,Headphones,1,2500,2024,1
386,2024-01-01,C001,Laptop,1,55000,2024,1
387,2024-01-02,C002,Mouse,2,800,2024,1
388,2024-01-02,C002,Mouse,2,800,2024,1
389,2024-01-01,C001,Laptop,1,55000,2024,1
390,2024-01-02,C002,Mouse,2,800,2024,1
391,2024-01-01,C001,Laptop,1,55000,2024,1
392,2024-01-04,C004,Headphones,1,2500,2024,1
393,2024-01-04,C004,Headphones,1,2500,2024,1
394,2024-01-01,C001,Laptop,1,55000,2024,1
395,2024-01-04,C004,Headphones,1,2500,2024,1
396,2024-01-04,C004,Headphones,1,2500,2024,1
397,2024-01-04,C004,Headphones,1,2500,2024,1
398,2024-01-03,C003,Keyboard,1,1500,2024,1
399,2024-01-03,C001,Monitor,1,12000,2024,1
400,2024-01-02,C002,Mouse,2,800,2024,1
401,2024-01-03,C003,Keyboard,1,1500,2024,1
402,2024-01-04,C004,Headphones,1,2500,2024,1
403,2024-01-01,C001,Laptop,1,55000,2024,1
404,2024-01-04,C004,Headphones,1,2500,2024,1
405,2024-01-03,C001,Monitor,1,12000,2024,1
406,2024-01-04,C004,Headphones,1,2500,2024,1
407,2024-01-01,C001,Laptop,1,55000,2024,1
408,2024-01-03,C001,Monitor,1,12000,2024,1
409,2024-01-04,C004,Headphones,1,2500,2024,1
410,2024-01-03,C001,Monitor,1,12000,2024,1
411,2024-01-02,C002,Mouse,2,800,2024,1
412,2024-01-02,C002,Mouse,2,800,2024,1
413,2024-01-04,C004,Headphones,1,2500,2024,1
414,2024-01-03,C001,Monitor,1,12000,2024,1
415,2024-01-01,C001,Laptop,1,55000,2024,1
416,2024-01-04,C004,Headphones,1,2500,2024,1
417,2024-01-02,C002,Mouse,2,800,2024,1
418,2024-01-02,C002,Mouse,2,800,2024,1
419,2024-01-04,C004,Headphones,1,2500,2024,1
420,2024-01-03,C001,Monitor,1,12000,2024,1
421,2024-01-02,C002,Mouse,2,800,2024,1
422,2024-01-03,C001,Monitor,1,12000,2024,1
423,2024-01-02,C002,Mouse,2,800,2024,1
424,2024-01-02,C002,Mouse,2,800,2024,1
425,2024-01-03,C003,Keyboard,1,1500,2024,1
426,2024-01-02,C002,Mouse,2,800,2024,1
427,2024-01-01,C001,Laptop,1,55000,2024,1
428,2024-01-04,C004,Headphones,1,2500,2024,1
429,2024-01-04,C004,Headphones,1,2500,2024,1
430,2024-01-03,C001,Monitor,1,12000,2024,1
431,2024-01-02,C002,Mouse,2,800,2024,1
432,2024-01-01,C001,Laptop,1,55000,2024,1
433,2024-01-03,C001,Monitor,1,12000,2024,1
434,2024-01-03,C003,Keyboard,1,1500,2024,1
435,2024-01-03,C001,Monitor,1,12000,2024,1
436,2024-01-03,C001,Monitor,1,12000,2024,1
437,2024-01-02,C002,Mouse,2,800,2024,1
438,2024-01-03,C003,Keyboard,1,1500,2024,1
439,2024-01-03,C001,Monitor,1,12000,2024,1
440,2024-01-01,C001,Laptop,1,55000,2024,1
441,2024-01-01,C001,Laptop,1,55000,2024,1
442,2024-01-04,C004,Headphones,1,2500,2024,1
443,2024-01-03,C003,Keyboard,1,1500,2024,1
444,2024-01-03,C003,Keyboard,1,1500,2024,1
445,2024-01-04,C004,Headphones,1,2500,2024,1
446,2024-01-03,C001,Monitor,1,12000,2024,1
447,2024-01-03,C003,Keyboard,1,1500,2024,1
448,2024-01-01,C001,Laptop,1,55000,2024,1
449,2024-01-01,C001,Laptop,1,55000,2024,1
450,2024-01-02,C002,Mouse,2,800,2024,1
451,2024-01-03,C003,Keyboard,1,1500,2024,1
452,2024-01-03,C001,Monitor,1,12000,2024,1
453,2024-01-04,C004,Headphones,1,2500,2024,1
454,2024-01-04,C004,Headphones,1,2500,2024,1
455,2024-01-03,C001,Monitor,1,12000,2024,1
456,2024-01-02,C002,Mouse,2,800,2024,1
457,2024-01-04,C004,Headphones,1,2500,2024,1
458,2024-01-03,C003,Keyboard,1,1500,2024,1
459,2024-01-02,C002,Mouse,2,800,2024,1
460,2024-01-03,C003,Keyboard,1,1500,2024,1
461,2024-01-01,C001,Laptop,1,55000,2024,1
462,2024-01-02,C002,Mouse,2,800,2024,1
463,2024-01-04,C004,Headphones,1,2500,2024,1
464,2024-01-02,C002,Mouse,2,800,2024,1
465,2024-01-02,C002,Mouse,2,800,2024,1
466,2024-01-02,C002,Mouse,2,800,2024,1
467,2024-01-02,C002,Mouse,2,800,2024,1
468,2024-01-03,C003,Keyboard,1,1500,2024,1
469,2024-01-01,C001,Laptop,1,55000,2024,1
470,2024-01-03,C001,Monitor,1,12000,2024,1
471,2024-01-02,C002,Mouse,2,800,2024,1
472,2024-01-04,C004,Headphones,1,2500,2024,1
473,2024-01-02,C002,Mouse,2,800,2024,1
474,2024-01-04,C004,Headphones,1,2500,2024,1
475,2024-01-03,C003,Keyboard,1,1500,2024,1
476,2024-01-04,C004,Headphones,1,2500,2024,1
477,2024-01-03,C001,Monitor,1,12000,2024,1
478,2024-01-01,C001,Laptop,1,55000,2024,1
479,2024-01-04,C004,Headphones,1,2500,2024,1
480,2024-01-04,C004,Headphones,1,2500,2024,1
481,2024-01-01,C001,Laptop,1,55000,2024,1
482,2024-01-03,C001,Monitor,1,12000,2024,1
483,2024-01-02,C002,Mouse,2,800,2024,1
484,2024-01-04,C004,Headphones,1,2500,2024,1
485,2024-01-01,C001,Laptop,1,55000,2024,1
486,2024-01-03,C003,Keyboard,1,1500,2024,1
487,2024-01-01,C001,Laptop,1,55000,2024,1
488,2024-01-03,C003,Keyboard,1,1500,2024,1
489,2024-01-03,C001,Monitor,1,12000,2024,1
490,2024-01-02,C002,Mouse,2,800,2024,1
491,2024-01-01,C001,Laptop,1,55000,2024,1
492,2024-01-04,C004,Headphones,1,2500,2024,1
493,2024-01-03,C001,Monitor,1,12000,2024,1
494,2024-01-01,C001,Laptop,1,55000,2024,1
495,2024-01-04,C004,Headphones,1,2500,2024,1
496,2024-01-01,C001,Laptop,1,55000,2024,1
497,2024-01-03,C003,Keyboard,1,1500,2024,1
498,2024-01-01,C001,Laptop,1,55000,2024,1
499,2024-01-01,C001,Laptop,1,55000,2024,1
500,2024-01-01,C001,Laptop,1,55000,2024,1
501,2024-01-03,C001,Monitor,1,12000,2024,1
502,2024-01-01,C001,Laptop,1,55000,2024,1
503,2024-01-04,C004,Headphones,1,2500,2024,1
504,2024-01-03,C003,Keyboard,1,1500,2024,1
505,2024-01-03,C003,Keyboard,1,1500,2024,1
506,2024-01-01,C001,Laptop,1,55000,2024,1
507,2024-01-03,C001,Monitor,1,12000,2024,1
508,2024-01-03,C001,Monitor,1,12000,2024,1
509,2024-01-04,C004,Headphones,1,2500,2024,1
510,2024-01-01,C001,Laptop,1,55000,2024,1
511,2024-01-03,C003,Keyboard,1,1500,2024,1
512,2024-01-03,C001,Monitor,1,12000,2024,1
513,2024-01-01,C001,Laptop,1,55000,2024,1
514,2024-01-03,C001,Monitor,1,12000,2024,1
515,2024-01-03,C001,Monitor,1,12000,2024,1
516,2024-01-03,C003,Keyboard,1,1500,2024,1
